,org_number,name,construction_year,housing_coop_id
17504,769622-5064,BRF Drömstugan Åre Strand,2011.0,82724
17505,769622-5072,BRF Drömstugan Slite,,275890
17506,769622-5122,"BRF Djurgårdsgatan 17, Mariefred",1929.0,82699
17507,769622-5148,BRF Sillgrisslan,2012.0,55302
17508,769622-5155,BRF Hummeln 4,,81672
17509,769622-5171,BRF Kompassnålen,2012.0,267860
17510,769622-5262,BRF Organisten,,53487
17511,769622-5270,BRF Klaviaturen,2013.0,266853
17512,769622-5387,BRF Protonen,,49950
17513,769622-5403,BRF Silo III,2014.0,76940
17514,769622-5411,BRF Gläntan i Syd,2014.0,76188
17515,769622-5429,BRF Skagershuset,2013.0,78725
17516,769622-5445,BRF Neutronen,2013.0,78762
17517,769622-5460,BRF Framnäs 7,1932.0,272189
17518,769622-5478,HSB BRF Gräshoppan 4,2014.0,268760
17519,769622-5494,Riksbyggen BRF Qvarnen i Nacka,2015.0,44343
17520,769622-5510,BRF Edsvikens Torg,2014.0,76082
17521,769622-5528,BRF Solterrassen i Solsidan,,269783
17522,769622-5536,BRF Högdalstorget II,2013.0,81047
17523,769622-5544,BRF Kronhjulet,2016.0,73966
17524,769622-5551,BRF Stavgränd,1939.0,56451
17525,769622-5619,BRF Hestra Ringväg,2010.0,53037
17526,769622-5650,BRF Gusjöbyn,,274742
17527,769622-5684,BRF Karl XI Norra 23,1936.0,266725
17528,769622-5700,HSB BRF Stenhuggeriet,2013.0,45132
17529,769622-5759,BRF Boklok Gustavsberg,2011.0,83006
17530,769622-5767,BRF Skrea Strandväg,2012.0,279276
17531,769622-5817,BRF Silverlönnen,2012.0,76772
17532,769622-5825,BRF Intecknaren,1945.0,272725
17533,769622-5874,Riksbyggen BRF Sjögläntan,2014.0,47698
17534,769622-5981,BRF Fältspaten 11,2006.0,272842
17535,769622-5999,BRF Gästgiveriet i Åsa,2011.0,276006
17536,769622-6096,BRF Boklok Prästkragen i Ödåkra,2011.0,55589
17537,769622-6112,BRF BoKlok Pilevallen i Oxie,,57692
17538,769622-6161,BRF Dansbanan 3 I Västerås,2012.0,47957
17539,769622-6179,BRF Jungfruparken 2,2011.0,268640
17540,769622-6286,BRF Taket 1 Åbolid,1995.0,79083
17541,769622-6351,BRF Kopparn 12,1929.0,46929
17542,769622-6450,BRF Sockerkokaren,2014.0,52537
17543,769622-6468,BRF Engelbrekt 13 i Västerås,1935.0,268221
17544,769622-6526,BRF Grimm 5,1936.0,274699
17545,769622-6559,BRF Vasen 10,1948.0,81702
17546,769622-6633,BRF BoKlok Vackerby Hage II,,271025
17547,769622-6641,BRF Kolibrin,2014.0,281791
17548,769622-6682,BRF Trädlyckan 45,1945.0,270606
17549,769622-6732,BRF Strandängen 3,2013.0,78432
17550,769622-6781,BRF Faluserien 1,,83627
17551,769622-6799,BRF Hamnmagasinet,2013.0,79395
17552,769622-6963,BRF Pilkastningen 3,1947.0,81911
17553,769622-6989,BRF Lugnets Park,,57273
17554,769622-7011,BRF Bogesundsparken 2,2013.0,48748
17555,769622-7045,BRF Tornet 3,2011.0,274568
17556,769622-7060,BRF Tornet 4,2011.0,82737
17557,769622-7078,BRF Husarvikens park,2013.0,47809
17558,769622-7102,BRF Flyghallen,2012.0,82736
17559,769622-7110,BRF Husarvikens Brygga,2013.0,43334
17560,769622-7128,BRF Husarvikens Strand,2013.0,52576
17561,769622-7169,BRF Hamnvakten,,268214
17562,769622-7177,BRF Viloparken,2012.0,82942
17563,769622-7185,BRF Sockerbruket 1,,45926
17564,769622-7201,BRF Prisma Hyllie,2019.0,278809
17565,769622-7250,BRF Storseglet,2013.0,271974
17566,769622-7268,BRF Brodösen 5,1942.0,48684
17567,769622-7276,BRF Gruvgården I Ramundberget,,278989
17568,769622-7482,BRF Kakelmakaren 1,,55978
17569,769622-7490,BRF Tallstigen,1950.0,77889
17570,769622-7508,BRF Lindbacksparken 1,2014.0,281897
17571,769622-7516,BRF Brevlådan 3,1949.0,81327
17572,769622-7532,BRF Talludden i Färjestaden,,277574
17573,769622-7557,BRF Stadsdiket,1954.0,239525
17574,769622-7573,BRF Hönekulla Höjd 1,2015.0,271027
17575,769622-7672,BRF Fräsaren 1,1947.0,268018
17576,769622-7706,BRF Gunnilhöjden,2012.0,267646
17577,769622-7722,BRF Solögat,1960.0,51662
17578,769622-7730,BRF Västra Signalfabriken i Sundbyberg,2013.0,78830
17579,769622-7748,BRF Plutonbrigaden,2012.0,83271
17580,769622-7755,BRF Downtown,2014.0,82460
17581,769622-7763,BRF Sandbacka 1 i Gävle,,78306
17582,769622-7797,BRF Spatsören,1945.0,282923
17583,769622-7870,BRF Vykortet 1,1948.0,77457
17584,769622-7938,BRF Vägmästaren 1,1917.0,274536
17585,769622-7946,BRF Lyckån 3,2011.0,47653
17586,769622-7987,Riksbyggen BRF Hammarbandet,2012.0,79887
17587,769622-8001,BRF Råmärket 3,1950.0,43654
17588,769622-8043,BRF Skalsgården,1970.0,272523
17589,769622-8076,BRF Vattenmyntan,2013.0,44595
17590,769622-8084,BRF Tåget i Växjö,2012.0,45612
17591,769622-8142,BRF Magnolian,2013.0,83092
17592,769622-8209,HSB BRF Majoren,2015.0,75993
17593,769622-8217,BRF Mörbylund 17-21,1972.0,45725
17594,769622-8282,BRF Villagatan sju,,79077
17595,769622-8308,BRF Kubisten,2013.0,76371
17596,769622-8399,BRF Ankarspelet 1,,266997
17597,769622-8407,Riksbyggen BRF Vasalunden,2016.0,81256
17598,769622-8431,BRF Skalmejblåsaren 9,1925.0,83242
17599,769622-8498,BRF Norrvikens pärla,1937.0,275381
17600,769622-8506,BRF Skivstången,2013.0,82207
17601,769622-8514,BRF Prästgårdsgärdet 2,1985.0,77833
17602,769622-8548,BRF Vattenpärlan,2012.0,80481
17603,769622-8571,BRF Lekandria,2013.0,83227
17604,769622-8589,BRF Mossdalen,,277330
17605,769622-8597,BRF Ljustret,1958.0,268932
17606,769622-8613,BRF Magnolian 2,2013.0,47026
17607,769622-8647,BRF Skärlagsparken 1,2012.0,46488
17608,769622-8654,BRF Oxhag 70,1936.0,279950
17609,769622-8670,HSB BRF Ansgar,2015.0,271571
17610,769622-8795,BRF Karl XI:s,,270088
17611,769622-8878,BRF Gullvivan,,52516
17612,769622-8944,BRF Öresundsparken i Lomma,1860.0,275166
17613,769622-8985,BRF Focken på Limhamn,2013.0,273390
17614,769622-8993,BRF Blocket 2,1943.0,82710
17615,769622-9058,BRF Vita Slottet i Växjö,1929.0,249856
17616,769622-9074,BRF Viktoriagården,,189258
17617,769622-9108,BRF Sturebo,,55783
17618,769622-9181,BRF Tapeten 23,,47456
17619,769622-9223,BRF Skulptrisen,1945.0,270258
17620,769622-9272,BRF Hamnallén i Lomma,2013.0,49021
17621,769622-9298,BRF Täbyvägen 75,1941.0,55481
17622,769622-9330,BRF Albertina,2016.0,78342
17623,769622-9348,BRF Skåningen,2012.0,78838
17624,769622-9355,BRF Prästgårdsgränd 8 - 18,1985.0,76956
17625,769622-9363,HSB BRF Flottiljen 2 i Järfälla,2013.0,45824
17626,769622-9462,BRF Grenadjären 24,1912.0,75486
17627,769622-9512,BRF Sjöporten 2 i Mariestad,2012.0,281860
17628,769622-9553,BRF Blåbärsmossen,,81546
17629,769622-9561,Bonums BRF Bärnstenen,2013.0,274241
17630,769622-9587,BRF Nedslaget 1,1949.0,44988
17631,769622-9660,BRF Orust Marina,2018.0,278411
17632,769622-9678,BRF Söderläge 3,1945.0,269835
17633,769622-9686,BRF Söderläge 4,1946.0,279511
17634,769622-9694,BRF Söderläge 6,1930.0,274286
17635,769622-9710,BRF Söderläge 5,1951.0,267542
17636,769622-9777,BRF Snowberry Hill,2013.0,269322
17637,769622-9793,BRF Björcksgatan 56,1900.0,76480
17638,769622-9850,BRF Silverlöken,2013.0,52437
17639,769622-9884,BRF BoKlok Norra Önneröd,,272616
17640,769622-9892,BRF Lybäcksdalen,2022.0,284390
17641,769622-9918,BRF Bergslussen,2022.0,278574
17642,769622-9991,BRF Bryggudden 1 Karlstad,2013.0,271097
17643,769623-0031,BRF Borgen i Norrköping,2017.0,81120
17644,769623-0056,BRF BoKlok Sandslätt,2012.0,266272
17645,769623-0130,BRF Rönnängs brygga,,45599
17646,769623-0155,BRF Storhuset 1,,280320
17647,769623-0189,BRF Flädergården,,47958
17648,769623-0197,BRF Stråhattsfabriken,,266665
17649,769623-0205,BRF BoKlok Vårvinden,2014.0,270024
17650,769623-0312,BRF Malmö Värnhem 13,1936.0,104547
17651,769623-0320,BRF Flädern 16,,55968
17652,769623-0346,BRF Gäddan 19/23,2014.0,45431
17653,769623-0429,BRF Tenngjutaren 4,1929.0,272240
17654,769623-0452,BRF Sagbrovägen 20,2015.0,80648
17655,769623-0478,HSB BRF Axet 11,1933.0,53071
17656,769623-0494,BRF Klyvaren 3,2013.0,267177
17657,769623-0528,BRF Boktryckeriet,1935.0,55940
17658,769623-0536,BRF Abisko 2,2014.0,57125
17659,769623-0551,BRF Byggmästaren 13 i  Gävle,,282623
17660,769623-0569,BRF Tullinge Trädgårdsstads Pärla,,82097
17661,769623-0577,BRF Hällungen 1,,80492
17662,769623-0593,BRF Lampfabriken,1955.0,79853
17663,769623-0601,BRF Stadsterassen 2,2015.0,82903
17664,769623-0650,BRF Transistorn,,270018
17665,769623-0700,BRF Klockarbacken 6,,48088
17666,769623-0791,BRF Svenska Högarna 4,1950.0,78709
17667,769623-0809,BRF Smaragden,2015.0,78227
17668,769623-0841,BRF Sandalmakarbacken,,53685
17669,769623-0916,BRF Åre Loge Homes,,277629
17670,769623-0981,BRF Ymer i Lund,2013.0,261681
17671,769623-1005,BRF Trebacken,1951.0,274282
17672,769623-1187,BRF Kungen 3,1961.0,82270
17673,769623-1229,BRF Furan 7,1909.0,53597
17674,769623-1427,BRF Skolan i Rättvik,2012.0,269049
17675,769623-1435,BRF Härden i Växjö,2005.0,80351
17676,769623-1443,BRF Gruvgården II Ramundberget,,280697
17677,769623-1468,BRF Cecilia,1948.0,273606
17678,769623-1542,BRF Huvudsta Strand,2013.0,269422
17679,769623-1559,BRF Fågleviken,2007.0,79297
17680,769623-1567,BRF Hovås Stenbärsväg 1-32,2008.0,271132
17681,769623-1625,BRF Solsidan i Skanör,1993.0,269975
17682,769623-1641,BRF Agenten 1,,272564
17683,769623-1658,BRF Bagaregården 63,1929.0,273758
17684,769623-1674,BRF The Eagle,1984.0,43835
17685,769623-1690,BRF Superior i Gävle,2013.0,268444
17686,769623-1740,BRF Drönaren 3,1942.0,266744
17687,769623-1773,BRF Harsprånget,2012.0,45320
17688,769623-1781,BRF Dovhjorten,2012.0,80199
17689,769623-1823,BRF Parkslingan,2014.0,54472
17690,769623-1872,BRF Engelsmannen 4,2006.0,53068
17691,769623-1898,BRF Blåsbo 1 i Västerås,1939.0,268441
17692,769623-1914,BRF Lugnet i Västertorp,1950.0,282536
17693,769623-1989,BRF Vendelsö Skolväg,1961.0,55570
17694,769623-2029,BRF Sördalen,,51989
17695,769623-2177,"BRF Hammarpark, etapp 2",,277290
17696,769623-2227,BRF Kanalen i Wenersborg,2013.0,77763
17697,769623-2359,BRF Rindöstrand Ett,,274170
17698,769623-2417,BRF Österport V,2013.0,271855
17699,769623-2425,BRF Västerport,2013.0,276365
17700,769623-2524,BRF Fyrfärgspennan 1,1953.0,49114
17701,769623-2581,BRF Operaterassen i Umeå,1927.0,279922
17702,769623-2599,BRF Liljan 35,1914.0,268690
17703,769623-2649,BRF Adjunkten 7,1942.0,271942
17704,769623-2656,BRF Kattugglan 1,2012.0,275556
17705,769623-2714,BRF Söderå,1993.0,236934
17706,769623-2748,BRF Gefion,1926.0,79774
17707,769623-2755,BRF Ankdammen 33,1960.0,78660
17708,769623-2771,BRF BearLodge III Åre,,278356
17709,769623-2789,BRF Trädgården i Hässelby ,2013.0,53132
17710,769623-2797,BRF Stickmaskinen 7,1940.0,267520
17711,769623-2813,BRF Balder i Höganäs,2013.0,44821
17712,769623-2821,BRF Höjdparken,2014.0,279488
17713,769623-2839,BRF Glasbruket 3,2012.0,76898
17714,769623-2847,HSB BRF City i Jönköping,2015.0,97331
17715,769623-2854,BRF Sommarro nr 1,2013.0,267496
17716,769623-2870,"BRF Halby, Bo Björn",1906.0,274288
17717,769623-2888,BRF Sjöstadskanalen,2013.0,81015
17718,769623-2896,BRF Blåklinten,2013.0,52823
17719,769623-2904,BRF Gammelsmedjan i Enskede,1921.0,82671
17720,769623-3076,BRF Stensnäs i Österåker,2015.0,52663
17721,769623-3100,BRF Fribiljetten,2014.0,78998
17722,769623-3126,BRF Lindängen 1,2014.0,78662
17723,769623-3191,BRF Bidrottningen 3,1942.0,81910
17724,769623-3209,BRF Girpunkten,2013.0,82731
17725,769623-3258,BRF Prästgårdsallén,1972.0,279539
17726,769623-3274,BRF Balladen i Västra Eriksberg,2013.0,268120
17727,769623-3423,BRF Trummens Strand 3,2019.0,279280
17728,769623-3480,BRF Villebrådet i Alsike,,46779
17729,769623-3506,BRF Balders Trädgård,2012.0,266403
17730,769623-3621,BRF Resare Bengt,2015.0,273093
17731,769623-3670,BRF Tekannan,,273804
17732,769623-3696,BRF Linnéa på Eriksberg,2013.0,83606
17733,769623-3712,BRF Sanda Backe i Väsby,2014.0,274922
17734,769623-3761,BRF Trolldalen 2,2012.0,277031
17735,769623-3811,BRF Docenten 3,1938.0,268944
17736,769623-3837,BRF Stinsen 107-111,1963.0,56208
17737,769623-3852,BRF Drömmen 8,1937.0,47237
17738,769623-3902,BRF Trollbäcken 1,,81159
17739,769623-3910,BRF Gamla Sturevägen,2014.0,76803
17740,769623-3928,BRF Åreripan,1984.0,51525
17741,769623-3936,BRF Höken i Sundbyberg,2012.0,281744
17742,769623-3985,BRF Atlasgatan 5,1931.0,275165
17743,769623-4009,BRF Gråbohöjd,,267003
17744,769623-4025,BRF Liljan i Gävle,2016.0,80919
17745,769623-4033,BRF Ampeln 2,1943.0,272244
17746,769623-4041,BRF BoKlok Bergakungen,2015.0,267709
17747,769623-4058,BRF Landshövdingen 2,1928.0,268544
17748,769623-4066,BRF Munin 40,1912.0,44071
17749,769623-4090,BRF Fikonet,2011.0,76068
17750,769623-4116,BRF Snidaregatan 22,1939.0,274721
17751,769623-4124,BRF Eyrafältet 2,2015.0,58486
17752,769623-4132,BRF Ängby Park 2,2012.0,46742
17753,769623-4140,BRF Ängby Park 6,1928.0,266054
17754,769623-4173,BRF Magnis i Magnarpsstrand,2016.0,279222
17755,769623-4231,BRF Trollsändan 1,1936.0,267104
17756,769623-4306,Brf Talloxen,2015.0,276326
17757,769623-4314,BRF Bovieran Norrtälje,2014.0,52280
17758,769623-4322,BRF Bovieran Norrköping,2015.0,82633
17759,769623-4330,BRF Bovieran Skövde,2017.0,269813
17760,769623-4348,BRF Bovieran Linköping,2015.0,268898
17761,769623-4363,BRF Bovieran i Kalmar,2014.0,280845
17762,769623-4371,BRF Bovieran Järfälla,2015.0,278151
17763,769623-4397,BRF Bovieran i Enköping,2016.0,47516
17764,769623-4496,BRF Sköndals solsida,1954.0,55012
17765,769623-4504,BRF Stubben 7,,271812
17766,769623-4512,BRF Safiren,1962.0,53918
17767,769623-4520,BRF Västerbacken 2,2013.0,268458
17768,769623-4538,BRF Sockerbruket 2,2013.0,48540
17769,769623-4579,BRF Lund Väster 3,2013.0,269580
17770,769623-4587,BRF Barken 1,2013.0,269033
17771,769623-4611,BRF Boklok Pärlan,2012.0,274776
17772,769623-4629,BRF Skon,,273492
17773,769623-4637,BRF Sommarviken,2016.0,44730
17774,769623-4702,BRF Djurgårdsstaden 1,,80193
17775,769623-4785,Riksbyggen BRF Solberga Park,2015.0,267951
17776,769623-4793,BRF Stråvalla-Kärra,,278427
17777,769623-4801,BRF BoKlok Grindstugan,2013.0,80292
17778,769623-4876,BRF BoKlok Färjegårdarna,2014.0,46516
17779,769623-4934,BRF Stärkelsen,2014.0,278326
17780,769623-4942,BRF Mellby 121:11,,277996
17781,769623-4959,BRF Mangon I Örebro,2012.0,53733
17782,769623-5006,BRF Kaffekvarnen 4,,277455
17783,769623-5097,BRF Tegsbjörken,1959.0,83426
17784,769623-5113,BRF Åsundaterrassen 1,,282850
17785,769623-5121,BRF Bagarevägen 5-11,1992.0,278528
17786,769623-5139,BRF Bo Klok Apotekaren Växjö,2014.0,266748
17787,769623-5246,BRF Högaffeln 6 & 7,,269475
17788,769623-5253,BRF Östra Åkanten,2014.0,273611
17789,769623-5261,BRF Golfkusten nr 1,2012.0,47769
17790,769623-5295,HSB BRF Sofieberg i Halmstad,2012.0,55320
17791,769623-5329,BRF Hästkastanjen Långbro Park,2013.0,82163
17792,769623-5428,BRF Sjövikskajen,2012.0,44566
17793,769623-5477,BRF Övre Utkiken,,76163
17794,769623-5543,BRF BoKlok Sjöglimten,2012.0,44213
17795,769623-5568,BRF Eklyckan,2013.0,83145
17796,769623-5618,BRF Tjädern i Kungsbacka,1953.0,49293
17797,769623-5634,BRF Norrvikens Kust 1,,275313
17798,769623-5642,BRF Utmarksvägen 3-7,1951.0,269940
17799,769623-5667,BRF Boklok Sidsjöterrassen,2012.0,271679
17800,769623-5691,BRF Solsidan 4,1913.0,276461
17801,769623-5758,BRF Kamelen 5,,55711
17802,769623-5774,BRF Vejby Havsbad,1966.0,52585
17803,769623-5782,BRF Krutet,2014.0,269625
17804,769623-5808,BRF Vattenspegeln,2013.0,44472
17805,769623-6061,BRF Akvamarinen 3,1950.0,45337
17806,769623-6129,BRF Råsunda Borgen,1940.0,82046
17807,769623-6137,BRF Tyresö View 1,2014.0,45154
17808,769623-6145,BRF Södra Lugnet,1948.0,48549
17809,769623-6186,BRF Ting 1,2013.0,76886
17810,769623-6210,BRF Berguven 1,1895.0,82798
17811,769623-6228,BRF Hercules i kvarteret Stiernhielm,2013.0,131468
17812,769623-6301,BRF Klövern i Täby,2020.0,279207
17813,769623-6319,BRF Elefanten 21,1935.0,266679
17814,769623-6376,BRF Aska,,274194
17815,769623-6384,BRF Freja 15,,108263
17816,769623-6392,BRF Boklok Nyponet I Eslöv,2022.0,49732
17817,769623-6434,BRF Kejsarörnen,2013.0,47202
17818,769623-6491,BRF Nya Kvarn 2,2014.0,78103
17819,769623-6525,BRF Tingvallahöjden 2,,81987
17820,769623-6624,HSB BRF Ynglingen i Järfälla,1991.0,60126
17821,769623-6632,BRF Tunabostaden,,266827
17822,769623-6699,BRF Borrhålet 4,1938.0,78581
17823,769623-6723,Riksbyggen BRF Källby Slätt,2015.0,284127
17824,769623-6780,Riksbyggen BRF Källby Dal,2017.0,272514
17825,769623-6905,BRF Herkules,1947.0,79873
17826,769623-6913,BRF Majro 1,2013.0,80216
17827,769623-6996,BRF Resliden 22,,269623
17828,769623-7051,BRF Danska vägen i Lunden,2013.0,77829
17829,769623-7085,BRF Hisingstorps Park,2014.0,275364
17830,769623-7143,BRF Fullblodet,2015.0,267385
17831,769623-7168,"BRF Lodet, Örebro",2014.0,53714
17832,769623-7226,BRF Linnégatan 61,1929.0,273825
17833,769623-7242,BRF Båtturen 1,2015.0,44304
17834,769623-7267,BRF Läderfabriken,,51679
17835,769623-7275,BRF Linjefarten 1,,44938
17836,769623-7283,BRF Nybrogatan 57,,77560
17837,769623-7374,BRF Prisman 1,2014.0,272872
17838,769623-7465,BRF Kristallen 1,2014.0,272873
17839,769623-7655,BRF Slottsträdgården 1,2013.0,44915
17840,769623-7671,BRF Trekanten 2,1929.0,268168
17841,769623-7705,BRF Arkitekten 2013,2013.0,80042
17842,769623-7739,BRF Tombolan Nytorp,1989.0,148023
17843,769623-7838,BRF Smålänningen 3,1951.0,51781
17844,769623-7853,BRF Jonpersas,1929.0,281152
17845,769623-7879,BRF Tullingedal,,79055
17846,769623-7911,BRF Boklok Linné Älmhult,2012.0,81495
17847,769623-7945,BRF Skiftesgatan 4,1939.0,43096
17848,769623-7952,BRF Björkmunken,,274019
17849,769623-8018,BRF HK 18,1893.0,267934
17850,769623-8034,BRF Haninge Park 7,2013.0,267352
17851,769623-8091,BRF Spinnerskan 2,2015.0,273125
17852,769623-8166,BRF Sailor,2013.0,282782
17853,769623-8174,BRF Orangeriet i Malmö,2015.0,53284
17854,769623-8190,HSB BRF Utsikten 1 i Umeå,2014.0,47214
17855,769623-8232,BRF Ankarparken 1 i Västra Hamnen,2014.0,81133
17856,769623-8257,BRF Stationen 1,2014.0,266884
17857,769623-8265,BRF Nordviksberg 1,2013.0,52543
17858,769623-8281,BRF Familjebo Lyx,,81827
17859,769623-8315,BRF Forshagagatan,1959.0,51554
17860,769623-8364,BRF Stenunge Allé,2015.0,81757
17861,769623-8380,BRF Byggmästargården,2013.0,266728
17862,769623-8406,BRF Boklok Kolonin,2012.0,54148
17863,769623-8414,"BRF Lien, Karlstad",1929.0,268260
17864,769623-8448,BRF Skeppsbyggaren,2011.0,276649
17865,769623-8455,BRF Stenunge Park,2017.0,273457
17866,769623-8562,BRF Hertiginnan,,56239
17867,769623-8570,BRF Framsta 9,2012.0,82544
17868,769623-8588,BRF Sagoslingan,2017.0,270750
17869,769623-8596,BRF Carlanderska Villan,1914.0,272359
17870,769623-8612,BRF Trappvägen 3,2022.0,285724
17871,769623-8646,BRF Köttmånglaren,,286404
17872,769623-8661,BRF Årgången,2014.0,47007
17873,769623-8695,BRF Billdalshöjden,2012.0,81713
17874,769623-8703,BRF Hägern 4,2015.0,77722
17875,769623-8778,BRF Falken i Tranås,2014.0,269988
17876,769623-8802,BRF Tyresö Park,2014.0,273147
17877,769623-8851,BRF Kämpinge Gamla by,1844.0,81430
17878,769623-8885,BRF Wallingatan 11,1889.0,78183
17879,769623-8950,BRF Mälarlunden,2014.0,78099
17880,769623-8992,BRF Kristallen,2015.0,79955
17881,769623-9008,BRF Ekebyhov,2012.0,76233
17882,769623-9016,BRF Billdalshöjden Nr 2,,81081
17883,769623-9040,BRF Lövsågen,2013.0,283987
17884,769623-9172,BRF Pilblomman,2011.0,80829
17885,769623-9180,BRF Hjortronstället,2014.0,48281
17886,769623-9198,BRF Hjortronstället 2,,78902
17887,769623-9206,BRF Ovalen,1991.0,282677
17888,769623-9222,BRF Nedre Utkiken 1,2014.0,78520
17889,769623-9263,BRF Maskrosen 1,,55469
17890,769623-9305,HSB BRF Mörbylund 11-15,1972.0,46240
17891,769623-9321,HSB BRF Ängdalaplan 51,1951.0,54476
17892,769623-9347,BRF Vångagåsen,2012.0,272323
17893,769623-9354,BRF Nidingen,2014.0,77237
17894,769623-9370,BRF Trädgårdsmästeriet i Malmö,2015.0,83528
17895,769623-9388,BRF Jupiter i Växjö,,80252
17896,769623-9412,BRF Eriksbergsparken i Jönköping,2014.0,272046
17897,769623-9461,BRF Charlottenburgsparken,2017.0,54636
17898,769623-9503,BRF Eskadern 1,2012.0,271448
17899,769623-9511,BRF Höjden 8,2023.0,285966
17900,769623-9529,BRF Östberget Stadsvyn,2014.0,82343
17901,769623-9586,BRF Bellevueplan,2017.0,277099
17902,769623-9602,BRF Ekskogen,2015.0,79294
17903,769623-9636,BRF Talliden 7-9,,51685
17904,769623-9651,BRF Marknadstorget,,66036
17905,769623-9693,BRF Brotorps Entré,2013.0,267644
17906,769623-9768,BRF Flottiljen,2015.0,269696
17907,769623-9859,BRF Linden 6,1913.0,267143
17908,769623-9883,BRF Stöttan 1,1955.0,80164
17909,769623-9925,BRF BoKlok Tuvängen i Oxie,2012.0,266331
17910,769623-9933,BRF BoKlok Soldaten i Stångby,2014.0,266682
17911,769624-0014,BRF Alléhusen,2013.0,56002
17912,769624-0105,BRF Fiskartorpet,2014.0,53107
17913,769624-0147,BRF Månskäregatan,1946.0,56176
17914,769624-0196,BRF Duvan 6,,278555
17915,769624-0220,BRF Lindarnas Allé,2014.0,95143
17916,769624-0246,BRF Spårö 1,1958.0,48238
17917,769624-0253,BRF Skidtränaren 1,1950.0,80310
17918,769624-0329,BRF Liljekonvaljen i Järvastaden,2014.0,45953
17919,769624-0428,BRF Racketen,,67972
17920,769624-0485,BRF Europa i Växjö,2012.0,269116
17921,769624-0576,BRF Gäddan 6,1937.0,52631
17922,769624-0634,BRF Garveriet Gamla Stan,,285431
17923,769624-0642,BRF Tyresö Strandtorg,2013.0,52622
17924,769624-0659,BRF Skåpbo,1946.0,80097
17925,769624-0675,Riksbyggen BRF Fältskärns,2013.0,45073
17926,769624-0733,BRF Kvarngärdet 34:6,,277399
17927,769624-0782,BRF Bjälken 1.,,270782
17928,769624-0824,BRF Generalen inom Kvibergs terrass,2014.0,78867
17929,769624-0832,BRF Strandlyckan,2014.0,80669
17930,769624-0923,BRF Gröna Huset,,78373
17931,769624-0956,BRF Eyrafältet 3,2014.0,78650
17932,769624-0980,BRF Fräsmaskinen 3,1951.0,81471
17933,769624-1129,BRF Anemonen,2013.0,52468
17934,769624-1186,BRF Catalinabacken,2013.0,55473
17935,769624-1277,Riksbyggen BRF Kaveldunet,2013.0,48067
17936,769624-1293,BRF Västermalmsterrassen,2012.0,43920
17937,769624-1459,BRF Nyponlunden,,55089
17938,769624-1483,Bonum BRF Pilgrimsfalken,2015.0,43936
17939,769624-1491,Riksbyggen BRF Musslan i Lund,2016.0,273569
17940,769624-1509,BRF Klinta Allé Fyra,2019.0,280735
17941,769624-1525,BRF Prästnäset 1,2013.0,272765
17942,769624-1582,BRF Överstelöjtnanten i Skövde,2015.0,275439
17943,769624-1632,BRF Björnen,1973.0,79591
17944,769624-1707,BRF Paketbilen 11,,44607
17945,769624-1772,BRF Rönnallén,2014.0,271664
17946,769624-1780,BRF Boklunden,2014.0,78853
17947,769624-1798,Riksbyggen BRF Solskenet,2015.0,266025
17948,769624-1814,BRF Rynningeparken,,83506
17949,769624-1830,BRF Skogsparken 1,,270867
17950,769624-1996,BRF Sjö 17,,283772
17951,769624-2010,BRF Bergåsstigen,,81039
17952,769624-2028,BRF Tegeludden 17,1963.0,78955
17953,769624-2044,BRF Bovieran i Falkenberg,2013.0,276011
17954,769624-2119,BRF Nacka Saltsjöterrassen,2015.0,268033
17955,769624-2135,BRF Skördegången,1981.0,48904
17956,769624-2150,BRF Ljusskenet,1947.0,277238
17957,769624-2168,BRF Ljuskronan,1961.0,282275
17958,769624-2226,BRF Villa Tallvik,2016.0,277993
17959,769624-2242,BRF Bjurholmsparken,1929.0,78940
17960,769624-2283,BRF Kaprifolen,1982.0,271797
17961,769624-2325,BRF Studio-Tullhuset,2013.0,76796
17962,769624-2341,BRF Tornet 5,2013.0,53972
17963,769624-2366,BRF Boulevarden,,271856
17964,769624-2416,BRF Sjösnäckan,,79762
17965,769624-2457,BRF Åriket 2,2015.0,77937
17966,769624-2473,BRF Åriket 1,2014.0,51791
17967,769624-2481,BRF Boklok Fornborgen Östersund,2012.0,61738
17968,769624-2507,BRF Glasberget 29,2006.0,81885
17969,769624-2564,"BRF Skeppslyktan, Habo",2013.0,82079
17970,769624-2606,BRF Nyboda 10,1960.0,50924
17971,769624-2622,BRF Nyboda 1,1957.0,78866
17972,769624-2648,BRF Potatisåkern,2011.0,270698
17973,769624-2705,BRF Solbjörken,1940.0,267560
17974,769624-2747,BRF Marsbäcken,,82281
17975,769624-2820,BRF Soldathemmet,2013.0,78750
17976,769624-2853,BRF Konstgjutaren 1117,1944.0,81887
17977,769624-2937,BRF Flöjtisten 29,,279551
17978,769624-2978,BRF Norra Kronan,1943.0,274488
17979,769624-2994,BRF Städet i Helsingborg,1929.0,53313
17980,769624-3026,BRF Penningen,2013.0,52489
17981,769624-3059,Riksbyggen BRF Aqua På Ön,2019.0,277375
17982,769624-3067,Riksbyggen BRF Ventus på Ön,2019.0,278142
17983,769624-3075,BRF HC Ski Lodge,2012.0,76043
17984,769624-3182,BRF Ljungaviken,2014.0,284915
17985,769624-3208,"Kajutan I Lomma, BRF",2013.0,81542
